country,year,bailout,gdp,pop,debt,POP_80+,GOV_LEFT,FR,er_level,bbr_nat_2lvls,OOP_Exp,CURE,CARE,PREV,PHARM,BEDS,BEDS_LTC,CAP FORMATION,HOSPITAL_EXP,rr
Germany,2010,0,3.23E+12,81776930,2.60E+12,4180.7,0,1,1,1,58639.713,162093.244,35989.004,11272.862,43559.723,674473,0,,98352.619,0
Germany,2011,0,3.35E+12,81039750,2.61E+12,4183,0,1,1,1,59797.859,165396.557,36893.303,10815.185,41726.785,672573,0,,99609.338,0
Germany,2012,0,3.37E+12,80425820,2.68E+12,4269.2,0,1,1,1,60958.281,166754.579,38258.081,10848.594,41393.049,670443,0,,100793.339,0
Germany,2013,0,3.39E+12,80645610,2.61E+12,4325.7,1.54109589,1,1,1,59752.385,171836.913,39916.981,10951.958,42019.734,667560,0,,103429.252,0
Germany,2014,0,3.44E+12,,2.57E+12,4366.4,37.5,1,1,1,59358.287,175460.671,41135.163,11266.617,45088.646,666337,0,,106654.599,0
Greece,1985,0,,9934300,,265.1,100,0,0,0,,,,,,54438,,,,0
Greece,1986,0,,9967213,,271.6,100,0,0,0,,,,,,52864,,,,0
Greece,1987,0,,10000590,,279.1,100,0,0,0,,,,,,51745,,,,0
Greece,1988,0,,10036980,,285.4,100,0,0,0,5021.067,,,,948.005,51587,,321.534,,0
Greece,1989,0,,10089500,,293.7,55.9459996,0,0,0,5444.517,,,,1063.736,51448,,391.563,,0
Greece,1990,0,,10156900,,299,3.926940639,0,0,0,5766.25,,,,1063.101,51329,,426.026,,0
Greece,1991,0,,10256290,,316.9,0,0,0,0,5789.375,,,,1335.023,51297,,429.517,,0
Greece,1992,0,,10369870,,325.1,0,1,0,0,6177.338,,,,1592.414,51422,,466.422,,0
Greece,1993,0,,10465530,,347,18.63013699,1,0,0,6826.046,,,,1790.051,52144,,479.188,,0
Greece,1994,0,,10553040,,349.1,100,1,0,0,8369.724,,,,1970.769,51788,,499.983,,0
Greece,1995,0,2.26E+11,10634390,2.10E+11,358.4,100,1,0,0,8281.424,,,,2030.319,52227,,462.353,,0
Greece,1996,0,2.32E+11,10709170,2.19E+11,370,100,1,0,0,8191.031,,,,2181.819,52586,,474.966,,0
Greece,1997,0,2.43E+11,10776500,2.22E+11,368.5,100,1,0,0,8399.421,,,,2290.298,52474,,538.326,,0
Greece,1998,0,2.53E+11,10834880,2.25E+11,370.5,100,1,0,0,8708.43,,,,1885.865,52495,,592.097,,0
Greece,1999,0,2.61E+11,10882580,2.30E+11,375.3,100,1,0,0,8896.767,,,,2079.102,51404,,663.811,,0
Greece,2000,0,2.72E+11,10917480,2.70E+11,378.8,100,1,0,0,7324.485,,,,2382.001,51500,,681.638,,0
Greece,2001,0,2.81E+11,10950000,2.81E+11,387.5,100,1,0,0,8064.757,,,,2705.495,52276,,953.69,,0
Greece,2002,0,2.90E+11,10983000,2.85E+11,405.8,100,1,0,0,9284.573,,,,3145.927,51781,,994.449,,0
Greece,2003,0,3.09E+11,11016000,2.91E+11,411.7,100,1,0,0,9465.356,,,,3647.407,51762,,891.984,,0
Greece,2004,0,3.24E+11,11057000,3.08E+11,418.8,22.40437158,1,0,0,9830.384,,,,4111.146,51871,,845.432,,0
Greece,2005,0,3.28E+11,11093000,3.22E+11,432.7,0,1,0,0,10988.089,,,,4665.391,52511,,838.44,,0
Greece,2006,0,3.47E+11,11131000,3.57E+11,453.5,0,1,0,0,10957.21,,,,5397.667,53701,,898.158,,0
Greece,2007,0,3.59E+11,11163000,3.68E+11,479.2,0,1,0,0,12022.604,,,,6419.983,53888,,872.744,,0
Greece,2008,0,3.57E+11,11186000,3.88E+11,499.4,0,1,0,0,13554.086,,,,,53652,,937.893,,0
Greece,2009,0,3.41E+11,11185000,4.31E+11,523.5,20.2739726,1,0,0,9885.958,12578.513,120.436,388.85,6663.963,54704,,515.309,11026.07,0
Greece,2010,0,3.23E+11,11153000,4.71E+11,549.2,100,1,1,0,9274.592,12004.521,161.42,383.782,6631.843,49828,,338.64,10205.021,0
Greece,2011,1,2.95E+11,11124000,5.04E+11,575.1,95.79908676,1,1,0,8777.001,9137.581,91.897,305.576,6002.204,49692,,246.705,7404.862,0
Greece,2012,1,2.75E+11,11090000,4.30E+11,604,39.49605343,1,1,0,7839.77,9151.434,108.94,248.38,4745.083,49100,,211.747,7707.212,0
Greece,2013,1,2.64E+11,,4.62E+11,628,23.72907154,1,1,0,7968.099,8182.854,119.362,242.215,3501.924,46510,,199.408,6503.537,0
Greece,2014,1,2.66E+11,,4.71E+11,655.5,20,1,1,1,8295.042,7148.352,74.279,308.106,2814.681,46160,,412.748,5781.715,0
Hungary,1985,0,,10648710,,237.5,,0,0,0,,,,,,,,,,0
Hungary,1986,0,,10630560,,240.1,,0,0,0,,,,,,,,,,0
Hungary,1987,0,,10612740,,245.6,,0,0,0,,,,,,,,,,0
Hungary,1988,0,,10596490,,252.9,,0,0,0,,,,,,,,,,0
Hungary,1989,0,,10481720,,262.6,,0,0,0,,,,,,,,,,0
Hungary,1990,0,,10373990,,259.9,23.40723875,0,0,0,,,,,,,,,,0
Hungary,1991,0,1.51E+11,10373400,,268.3,21.05263158,0,0,0,1140.411,,,,2293.976,,,111027.779,,0
Hungary,1992,0,1.47E+11,10369340,,276.2,21.05263158,0,0,0,1312.039,,,,2058.425,,,111948.262,,0
Hungary,1993,0,1.46E+11,10357520,,286.4,20.9832372,0,0,0,1370.067,,,,2142.547,,,103283.827,,0
Hungary,1994,1,1.50E+11,10343360,,293.9,46.61203523,0,0,0,1523.274,,,,2302.681,,,118171.563,,0
Hungary,1995,0,1.52E+11,10328960,,302.3,79.76908023,0,0,0,1754.701,,,,1825.567,,,89290.827,,0
Hungary,1996,0,1.52E+11,10311240,,294,80,0,0,0,1950.075,,,,1800.005,,,62638.987,,0
Hungary,1997,1,1.57E+11,10290490,96066099153,277.7,80,0,0,0,1976.163,,,,,,,82565.664,,0
Hungary,1998,1,1.64E+11,10266570,97000633207,264.1,51.57822033,0,0,0,2848.548,4143.383,244.216,511.529,2281.804,,,80534.267,3907.763,0
Hungary,1999,0,1.69E+11,10237530,1.02E+11,251.5,22.22222222,0,0,0,3337.163,4408.936,225.243,586.926,2185.222,,,67451.362,4078.902,0
Hungary,2000,0,1.77E+11,10210970,96837427461,260.1,22.22222222,0,0,0,3615.121,4412.325,227.384,602.327,2183.103,83271,13325,60528.992,4070.448,0
Hungary,2001,0,1.83E+11,10187580,94975354801,278.1,22.22222222,0,0,0,3965.197,4499.501,165.549,632.522,2268.731,80665,12907,63856.344,4119.828,0
Hungary,2002,0,1.92E+11,10158610,1.05E+11,295.6,52.88888889,0,0,0,4131.926,5104.148,217.943,684.234,2461.209,80360,12973,80682.155,4734.288,0
Hungary,2003,0,1.99E+11,10129550,1.15E+11,313,75.3188289,0,0,0,4745.119,6047.34,526.194,803.305,2820.573,79976,12913,68453.463,5572.536,0
Hungary,2004,0,2.09E+11,10107150,1.23E+11,327.1,76.80631451,1,0,1,4790.971,5972.607,517.056,739.416,3031.451,79722,12938,75934.634,5463.821,0
Hungary,2005,0,2.18E+11,10087070,1.33E+11,337.9,77.77777778,1,0,1,5102.219,6261.527,553.933,783.743,3559.889,79834,13100,67677.68,5605.509,0
Hungary,2006,0,2.26E+11,10071370,1.47E+11,350.5,77.29539867,1,0,1,5157.845,6234.661,497.155,757.119,3825.291,80341,13367,64695.527,5622.572,0
Hungary,2007,0,2.27E+11,10055780,1.50E+11,363.4,78.47418335,1,0,1,5103.072,5949.906,561.59,692.337,3042.945,72260,17376,52224.487,4930.94,0
Hungary,2008,0,2.29E+11,10038190,1.65E+11,372.2,93.04449649,1,0,1,5063.261,5942.805,580.088,677.802,2911.897,71322,16895,50484.4,5086.694,0
Hungary,2009,1,2.14E+11,10022650,1.67E+11,384,100,1,0,1,4917.519,5496.463,542.092,606.021,2818.98,71600,16990,43653.341,4759.899,0
Hungary,2010,1,2.16E+11,10000020,1.74E+11,393.7,40.54794521,1,1,1,5337.105,5668.047,555.164,627.256,2996.641,71818,17125,42899.792,4932.08,0
Hungary,2011,0,2.19E+11,9958823,1.78E+11,405.7,0,1,1,1,5541.864,5694.614,522.505,557.331,3166.176,71669,16975,62206.487,4956.883,0
Hungary,2012,0,2.16E+11,9920361,1.69E+11,398.3,0,1,0,0,5553.333,5889.635,487.487,459.983,2606.873,69449,17234,52128.424,4917.52,0
Hungary,2013,0,2.20E+11,9886774,1.70E+11,405.5,0,1,0,0,5334.314,6145.287,539.406,446.137,2375.959,69621,17446,53100.453,5313.358,0
Hungary,2014,0,2.28E+11,,1.75E+11,412.1,0,1,0,0,5359.948,6271.813,595.798,439.113,2393.559,68910,17482,79388.743,5542.431,0
Iceland,1985,0,6207838703,241403,1976017138,5.8,0,0,0,0,57.451,,,,45.378,,,2654.129,,0
Iceland,1986,0,6597103834,243209,1958614157,5.9,0,0,0,0,67.358,,,,48.325,,,3034.953,,0
Iceland,1987,0,7160888353,245962,1945112103,6.1,13.22540473,0,0,0,70.428,,,,49.66,,,3257.649,,0
Iceland,1988,0,7154463172,249885,2175314527,6.2,37.39029641,0,0,0,76.56,,,,51.456,,,2848.534,,0
Iceland,1989,0,7172953156,252746,2515626401,6.2,63.51183064,0,0,0,78.36,,,,56.975,,,2754.898,,0
Iceland,1990,0,7256831542,254788,2559629621,6.3,54.54545455,0,0,0,74.891,318.039,66.759,10.378,62.346,,,2340.775,,0
Iceland,1991,0,7240610672,257965,2706033427,6.4,51.48194271,0,0,0,76.24,332.935,68.29,11.233,55.29,,,2781.631,,0
Iceland,1992,0,6996320133,261103,3155340380,6.6,50,0,0,0,85.76,315.812,67.994,12.648,57.319,,,2012.664,,0
Iceland,1993,0,7088213262,263783,3681901497,6.7,50,0,0,0,96.4,322.044,70.883,11.034,52.654,,,2126.768,,0
Iceland,1994,0,7344016809,266006,3998303071,6.8,47.09284627,0,0,0,96.098,324.989,69.711,11.018,58.45,,,2048.754,,0
Iceland,1995,0,7352578736,267380,4240305683,7,13.63774734,0,0,0,95.847,326.5,74.631,10.346,62.505,,,2182.309,,0
Iceland,1996,0,7704404218,268927,4228022947,7.1,0,0,0,0,104.158,337.107,80.548,10.767,67.409,,,1520.561,,0
Iceland,1997,0,8082936207,270915,4192295693,7.1,0,0,0,0,116.082,343.535,83.831,12.178,66.016,,,1901.444,,0
Iceland,1998,0,8609949999,273794,3755143593,7.3,0,0,0,0,148.894,434.197,92.113,3.558,66.97,,,2560.092,,0
Iceland,1999,0,8968395683,277184,3507091132,7.4,0,0,0,0,152.454,500.692,101.906,4.616,76.529,,,6303.324,,0
Iceland,2000,0,9392032998,281154,3527365833,7.5,0,0,0,0,166.059,501.559,111.14,4.207,74.786,,,2856.269,,0
Iceland,2001,0,9745416672,285054,4171623061,7.7,0,0,0,0,170.393,517.737,113.346,4.232,72.062,,,2672.25,,0
Iceland,2002,0,9789605492,287559,3881186993,8.1,0,0,0,0,175.93,547.099,142.003,4.477,77.574,,,3175.789,,0
Iceland,2003,0,10058010765,289272,3867405719,8.4,0,0,0,0,187.007,502.073,186.024,14.392,70.083,,,,430.434,0
Iceland,2004,0,10884816798,292587,3596778863,8.7,0,1,1,0,196.501,504.338,198.472,15.299,73.827,,,,420.035,0
Iceland,2005,0,11533586919,295864,2833802306,9,0,1,1,0,200.518,515.961,214.146,16.504,68.454,,,,435.221,0
Iceland,2006,0,12018740815,304334,3521491059,9.2,0,1,1,0,197.37,532.095,220.99,16.515,69.623,,,,441.405,0
Iceland,2007,0,13159665160,311396,3597194471,9.6,30.4109589,1,1,0,204.484,583.799,225.475,18.859,70.554,1283,162,,468.479,0
Iceland,2008,0,13354266020,319355,9022008580,10,50,1,1,0,206.481,589.258,223.526,18.378,83.036,1241,176,,467.846,0
Iceland,2009,1,12729126908,319246,10548372886,10.3,79.60730594,0,0,0,206.754,564.105,206.142,16.617,87.666,1178,161,,426.922,0
Iceland,2010,1,12272328166,318006,10832170456,10.6,88.85844749,0,0,0,210.606,515.829,193.012,15.945,74.258,1140,140,,372.038,0
Iceland,2011,1,12516308211,319013.5,11906263348,11,100,0,0,0,209.374,481.46,217.498,25.739,69.839,1050,134,2384.899,375.947,0
Iceland,2012,0,12664373954,,11740254587,11.3,100,0,0,0,212.839,490.166,216.962,27.034,64.536,1041,111,3321.146,374.77,0
Iceland,2013,0,13157773418,,11221343904,11.6,38.90410959,0,0,0,220.643,517.259,233.768,28.826,58.63,1038,112,3271.347,390.265,0
Iceland,2014,0,13398122579,,11059078339,11.8,0,0,0,0,223.516,539.354,239.999,27.759,57.545,1032,107,4079.91,406.621,0
Ireland,1985,0,,3540000,,66.8,23.52941176,0,0,0,937.718,,,,258.021,29030,,222.904,,0
Ireland,1986,0,,3540600,,70.7,23.52941176,0,0,0,961.731,,,,268.105,28042,,198.191,,0
Ireland,1987,0,,3546500,,69.6,4.383561644,0,0,0,1034.391,,,,275.035,32334,7451,226.251,,0
Ireland,1988,0,,3530700,,70.9,0,0,0,0,1090.909,,,,297.124,29646,7539,206.963,,0
Ireland,1989,0,,3509500,,72.8,0,0,0,0,1017.768,,,,332.065,28905,7519,201.078,,0
Ireland,1990,0,72002304583,3505800,,74.9,0,0,0,0,1106.499,,,,344.285,28199,7317,172.669,,0
Ireland,1991,0,73391689521,3525700,,77.9,0,0,0,0,1196.679,,,,368.938,28090,7327,143.52,,0
Ireland,1992,0,75845374973,3554500,,81,0,1,0,0,1257.719,,,,416.785,27096,7350,326.777,,0
Ireland,1993,0,77887594496,3574100,,84,38.79452055,1,0,0,1278.528,,,,422.93,25868,6849,230.759,,0
Ireland,1994,0,82370669690,3585900,,85.8,40.31050228,1,0,0,1343.786,,,,452.579,25353,6884,329.248,,0
Ireland,1995,0,90306607867,3601300,70934937413,88.3,46.66666667,1,0,0,1457.253,,,,429.076,25168,6932,274.931,,0
Ireland,1996,0,99068153123,3626100,69227834721,90.1,46.66666667,1,0,0,1579.414,,,,492.722,24622,6902,361.682,,0
Ireland,1997,0,1.10E+11,3664300,67913483972,91.4,22.50228311,1,0,0,1655.238,,,,521.102,24092,7303,334.078,,0
Ireland,1998,0,1.20E+11,3703100,63623570084,91.9,0,1,0,0,1690.742,,,,574.928,23735,7218,403.047,,0
Ireland,1999,0,1.33E+11,3741600,62033156229,92.7,0,1,0,0,1831.536,,,,657.485,23447,7148,457.127,,0
Ireland,2000,0,1.47E+11,3789500,52876989985,94.6,0,1,0,0,1951.995,,,,777.967,23334,6948,593.792,,0
Ireland,2001,0,1.55E+11,3847200,51587579799,97.3,0,1,0,0,2151.484,,,,928.237,22658,6834,778.486,4404.286,0
Ireland,2002,0,1.64E+11,3917200,50232781018,99.9,0,1,0,0,2308.24,,,,1080.04,22732,6874,838.75,4334.197,0
Ireland,2003,0,1.71E+11,3979900,51010676191,102.9,0,1,0,0,2539.908,,,,1212.868,22668,6883,736.211,4414.018,0
Ireland,2004,0,1.78E+11,4045200,50297040424,105.8,0,1,0,0,2774.283,,,,1420.453,22961,7262,897.852,,0
Ireland,2005,0,1.90E+11,4133800,49510850562,108.9,0,1,0,0,3112.557,,,,1589.905,22711,6972,632.662,,0
Ireland,2006,0,2.02E+11,4232900,47636983184,111.1,0,1,0,0,3396.246,,,,1799.015,22472,6793,497.261,,0
Ireland,2007,0,2.13E+11,4375800,50909263817,114.3,7.342465753,1,0,0,3428.056,,,,1981.678,22421,6951,798.692,,0
Ireland,2008,0,2.08E+11,4485100,88316601963,117,13.33333333,1,0,0,3811.324,,,,2220.408,21789,6728,742.03,,0
Ireland,2009,0,1.96E+11,4533400,1.21E+11,120,13.33333333,1,0,0,4655.481,,,,2350.072,12813,932,649.181,,0
Ireland,2010,0,1.97E+11,4554800,1.71E+11,123.7,13.33333333,1,0,0,4949.234,,,,2379.99,12434,888,582.629,,0
Ireland,2011,1,2.02E+11,4574900,2.21E+11,127.2,28.09393346,1,0,0,4701.12,8137.194,,748.266,2390.277,12008,763,734.201,4768.022,0
Ireland,2012,1,2.02E+11,4585400,2.43E+11,130.5,33.33333333,1,0,0,4736.094,7986.179,,713.718,2451.766,11692,675,515.588,4628.907,0
Ireland,2013,1,2.05E+11,4593100,2.46E+11,133.4,33.33333333,1,0,0,6192.327,7903.547,3560.045,713.533,2204.143,11837,692,1035.562,4609.165,0
Ireland,2014,0,2.16E+11,4609600,2.32E+11,137.5,33.33333333,1,0,0,6502.006,8076.986,3706.309,718.475,2164.312,11989,587,877.991,4634.943,0
Israel,1985,0,,4233000,,62.2,,0,0,0,,,,,,,,992.968,,0
Israel,1986,0,,4298800,,65.4,,0,0,0,,,,,,,,762.771,,0
Israel,1987,0,,4368900,,68.5,,0,0,0,,,,,,,,1271.559,,0
Israel,1988,0,,4441700,,72.5,,0,0,0,,,,,,22005,4210,1120.706,,0
Israel,1989,0,,4518200,,76.9,,0,0,0,,,,,,22093,4103,1209.951,,0
Israel,1990,0,,4660200,,83.9,,0,0,0,,,,,,22348,4192,1220.894,,0
Israel,1991,0,,4949100,,93.9,,0,0,0,,,,,,22589,4155,1254.276,,0
Israel,1992,0,,5123500,,101.3,,1,0,1,,,,,,22859,4142,1114.917,,0
Israel,1993,0,,5261400,,108.1,,1,0,1,,,,,,23200,4267,1446.979,,0
Israel,1994,0,,5399300,,114.9,,1,0,1,,,,,,23299,4652,1546.134,,0
Israel,1995,0,1.24E+11,5544900,,120,,1,0,1,2495.743,,,34.037,,23129,4406,1746.212,,0
Israel,1996,0,1.31E+11,5685100,,127.1,,1,0,1,2530.87,,,39.998,,23369,4487,1778.938,,0
Israel,1997,0,1.37E+11,5828900,,127.5,,1,0,1,2824.078,,,46.513,,23248,4102,1795.633,,0
Israel,1998,0,1.42E+11,5970700,,127.7,,1,0,1,3313.086,,,73.523,,23687,4297,1548.02,,0
Israel,1999,0,1.48E+11,6125300,,129.9,,1,0,1,3228.146,,,84.306,,23822,4089,1878.605,,0
Israel,2000,0,1.61E+11,6289200,1.28E+11,135.3,,1,0,1,3778.273,,,93.303,,23853,3954,1784.522,,0
Israel,2001,0,1.61E+11,6439000,1.35E+11,141.7,,1,0,1,4107.394,,,101.519,,24507,4450,2025.705,,0
Israel,2002,0,1.61E+11,6570000,1.45E+11,148.6,,1,0,1,3879.85,,,113.81,,24691,4634,1704.872,,0
Israel,2003,0,1.63E+11,6689700,1.51E+11,156.7,,1,0,1,4090.601,,,108.149,,25829,5581,1674.229,,0
Israel,2004,0,1.71E+11,6809000,1.56E+11,165.2,,1,0,1,4311.439,,,103.307,,25861,5535,1634.3,,0
Israel,2005,0,1.79E+11,6930100,1.57E+11,173.6,,1,1,1,4812.294,,,98.23,,25797,5252,1717.487,,0
Israel,2006,0,1.89E+11,7053700,1.51E+11,181,,1,1,1,4675.398,6330.898,829.466,94.471,,23940,4249,,4113.386,0
Israel,2007,0,2.00E+11,7180100,1.46E+11,187.1,,1,1,1,5236.722,6547.034,809.889,91.837,,24058,4332,,4190.146,0
Israel,2008,0,2.07E+11,7308800,1.48E+11,193,,1,1,1,5353.047,6870.286,860.898,93.343,,24086,4338,2622.152,4325.215,0
Israel,2009,0,2.09E+11,7485600,1.56E+11,204.6,,1,1,1,5516.305,6922.805,830.549,102.182,,23899,4205,3351.389,4460.89,0
Israel,2010,0,2.21E+11,7623600,1.56E+11,212,,1,1,1,5552.737,7541.855,881.702,88.568,,24079,4233,3094,4766.028,0
Israel,2011,0,2.32E+11,7765800,1.59E+11,219.9,,1,1,1,5821.437,7890.157,905.985,79.539,,24398,4382,2852.894,4918.197,0
Israel,2012,0,2.38E+11,7910500,1.62E+11,222.1,,1,1,1,6038.139,8239.709,942.521,73.603,,24530,4269,2370.484,5247.007,0
Israel,2013,0,2.46E+11,8059456,1.66E+11,226.9,,1,1,1,6173.783,8694.562,1003.234,67.852,,24919,4262,2645.694,5495.019,0
Israel,2014,0,2.53E+11,,1.70E+11,231.5,,1,1,1,6737.399,9011.415,,67.198,,25268,4236,2473.355,5836.567,0
Italy,1985,0,1.45E+12,56593070,,1397.1,30,0,0,0,17943.468,,,,,470579,13944,3972.576,,0
Italy,1986,0,1.50E+12,56596160,,1454.9,30,0,0,0,19316.553,,,,,450337,12510,4122.532,,0
Italy,1987,0,1.54E+12,56601930,,1521.2,24.46575342,0,0,0,19067.444,,,,,440187,12078,4273.476,,0
Italy,1988,0,1.61E+12,56629290,1.43E+12,1594.7,34.27140255,0,0,0,20501.846,,,426.182,15337.107,424417,11544,4877.169,,0
Italy,1989,0,1.66E+12,56671780,1.52E+12,1687.5,35.1826484,0,0,0,22291.262,,,498.443,15858.166,399700,8991,5105.905,,0
Italy,1990,0,1.70E+12,56719240,1.60E+12,1784.6,36.66666667,0,0,0,22441.541,,,443.567,15538.919,410026,12842,5327.947,,0
Italy,1991,0,1.72E+12,56758520,1.68E+12,1891.9,39.01369863,0,0,0,23752.05,,,458.12,15351.395,385691,12496,5264.224,,0
Italy,1992,0,1.73E+12,56797090,1.82E+12,1978.1,37.24884405,1,0,0,23909.934,,,319.804,15112.306,389457,12697,5039.057,,0
Italy,1993,0,1.72E+12,56831820,1.98E+12,2090.1,27.66448894,1,0,0,26399.018,,,325.95,13110.423,380420,12432,4092.131,,0
Italy,1994,0,1.76E+12,56843400,2.13E+12,2188.7,8.482191781,1,0,0,29117.534,,,330.344,10708.965,373408,13027,3155.098,,0
Italy,1995,0,1.81E+12,56844300,1.97E+12,2277.6,0,1,0,0,36051.866,,,3246.527,9841.44,356242,12207,,,0
Italy,1996,0,1.83E+12,56860280,2.15E+12,2353.6,29.79443143,1,0,0,36953.203,,,3333.624,10286.054,372352,13071,,,0
Italy,1997,0,1.87E+12,56890370,2.11E+12,2359.4,50,1,0,0,39116.199,,,3613.354,11019.607,334613,12240,,,0
Italy,1998,0,1.89E+12,56906740,2.10E+12,2306.3,49.67021816,1,0,0,40888.163,,,3630.278,11816.925,315848,11535,,,0
Italy,1999,0,1.92E+12,56916320,2.11E+12,2238,48.45509893,1,0,0,41402.018,,,3675.112,12876.147,280438,10527,,,0
Italy,2000,0,2.00E+12,56942110,2.10E+12,2231.2,57.94373609,1,0,0,41809.305,,,3926.029,14906.234,268057,10120,,,0
Italy,2001,0,2.03E+12,56977220,2.12E+12,2364.4,24.50532725,1,0,0,40445.407,,,4064.655,19386.007,262861,9956,,,0
Italy,2002,0,2.03E+12,57157410,2.07E+12,2498.1,0,1,0,0,40648.736,,,4134.266,19007.241,253411,9429,,,0
Italy,2003,0,2.04E+12,57604660,2.05E+12,2617,0,1,0,0,39909.358,,,4123.686,17813.08,239566,9387,,,0
Italy,2004,0,2.07E+12,58175310,2.07E+12,2714.5,0,1,0,0,40696.551,,,4429.157,19125.185,231915,9738,,,0
Italy,2005,0,2.09E+12,58607040,2.13E+12,2844.7,0,1,0,0,39755.196,,,4610.534,19198.517,234375,10047,,,0
Italy,2006,0,2.13E+12,58941500,2.19E+12,2958.5,53.4449518,1,0,0,40553.24,,,4980.555,19634.478,232168,10300,,,0
Italy,2007,0,2.16E+12,59375290,2.16E+12,3082.3,85.18518519,1,0,0,40174.828,,,4944.957,18776.997,228286,10980,,,0
Italy,2008,0,2.14E+12,59832180,2.19E+12,3203.1,29.79154017,1,0,0,41349.584,,,5168.222,18396.646,223015,11143,,,0
Italy,2009,0,2.02E+12,60192700,2.27E+12,3308.8,0,1,0,0,39819.787,,,5205.348,18483.661,218264,10986,,,0
Italy,2010,0,2.06E+12,60483380,2.37E+12,3410.8,0,1,0,0,40111.546,,,5319.528,18696.67,215980,11164,,,0
Italy,2011,0,2.07E+12,60626440,2.41E+12,3545.8,0,1,0,0,42469.662,,,5093.27,17475.581,208854,10498,,,0
Italy,2012,0,2.01E+12,60916200,2.48E+12,3656.3,0,1,0,0,43439.673,84856.879,14172.943,7266.579,18083.386,203723,10105,,77465.107,0
Italy,2013,0,1.98E+12,61178360,2.54E+12,3756.9,30.88418431,1,0,0,42807.5,82326.281,14167.523,7226.817,18305.782,199474,9584,,75442.119,0
Italy,2014,0,1.97E+12,,2.60E+12,3877.4,62.11740985,1,0,1,43880.273,82001.278,14204.318,7463.619,18694.764,195189,9280,,76349.37,0
Japan,1985,0,2.81E+12,121049000,1.87E+12,2218.9,0,1,0,1,54680.331,,,,20547.651,,,587227.083,,0
Japan,1986,0,2.89E+12,121672000,2.02E+12,2313.9,0,1,0,1,52582.311,,,,22513.309,,,1205544.042,,0
Japan,1987,0,3.00E+12,122264000,2.18E+12,2477.6,0,1,0,1,52369.842,,,,25540.533,,,691575.614,,0
Japan,1988,0,3.22E+12,122783000,2.26E+12,2627.1,0,1,0,1,50498.292,,,,26082.364,,,683368.246,,0
Japan,1989,0,3.39E+12,123255000,2.28E+12,2797.2,0,1,0,1,48073.402,,,,28831.807,,,680368.177,,0
Japan,1990,0,3.58E+12,123611000,2.40E+12,2962.3,0,1,0,1,47385.437,,,,27871.403,,,796985.407,,0
Japan,1991,0,3.70E+12,124043000,2.46E+12,3141.2,0,1,0,1,47688.859,,,,32354.866,,,972580.232,,0
Japan,1992,0,3.73E+12,124452000,2.66E+12,3334.9,0,1,0,1,50671.246,,,,32764.544,,,1029789.078,,0
Japan,1993,0,3.74E+12,124764000,2.89E+12,3521.9,15.13372472,1,0,1,50467.593,,,,35527.969,1946035,,1248067.765,,0
Japan,1994,0,3.77E+12,125034000,3.25E+12,3727.6,28.33659491,1,0,1,54577.561,,,,35340.857,1939314,,1205685.973,,0
Japan,1995,0,3.84E+12,125570000,3.65E+12,3884.1,28.57142857,1,0,1,45643.611,148454.516,10481.533,8077.801,34411.697,1929196,,891239.467,122097.097,0
Japan,1996,0,3.94E+12,125864000,4.03E+12,4085,28.19411918,1,0,1,45871.326,149195.251,10533.825,8118.106,34583.4,1911408,,895686.436,121845.949,0
Japan,1997,0,4.00E+12,126166000,4.37E+12,4263.9,0,1,0,1,51032.297,156340.9,13433.798,8232.713,33149.241,1900555,,870675.633,125058.78,0
Japan,1998,0,3.92E+12,126486000,4.77E+12,4444,0,1,0,1,54002.692,159987.835,15725.442,8436.216,30340.943,1891945,,863284.61,126083.786,0
Japan,1999,0,3.92E+12,126686000,5.31E+12,4572,0,1,0,1,56930.879,165129.627,19410.204,8582.744,31983.3,1872351,,715110.589,129547.236,0
Japan,2000,0,4.00E+12,126926000,5.76E+12,4855.9,0,1,0,1,58856.589,172407.114,21727.332,8800.723,34548.728,1864008,263946,663878.644,134404.831,0
Japan,2001,0,4.02E+12,127291000,6.17E+12,5100,0,1,0,1,59158.843,177243.498,22856.284,7980.251,37919.473,1856341,295901,607422.869,136799.554,0
Japan,2002,0,4.03E+12,127435000,6.61E+12,5371,0,1,0,1,60814.562,178797.773,24203.717,8049.536,38158.654,1839189,325731,561572.957,137955.691,0
Japan,2003,0,4.10E+12,127619000,6.95E+12,5651,0,1,0,1,65459.352,179721.487,26456.266,7893.466,40955.378,1820035,367183,614569.779,140307.438,0
Japan,2004,0,4.20E+12,127687000,7.58E+12,5969,0,1,0,1,66265.881,184479.656,28388.357,8071.62,42489.122,1812554,373823,547506.017,142524.813,0
Japan,2005,0,4.25E+12,127768000,7.92E+12,6358.9,0,1,0,1,65352.446,190919.81,29132.574,8188.322,47169.717,1798473,383911,423693.421,145325.751,0
Japan,2006,0,4.32E+12,127770000,8.04E+12,6760.1,0,1,1,1,69501.374,193271.815,28003.663,8322.085,48098.798,1786487,371814,364858.219,145280.703,0
Japan,2007,0,4.42E+12,127771000,8.08E+12,7153.6,0,1,1,1,68032.589,201043.018,28683.232,8612.04,49994.73,1775316,362393,347853.539,149056.113,0
Japan,2008,0,4.37E+12,127692000,8.38E+12,7536.6,0,1,1,1,70217.581,207428.908,28140.591,10606.681,52130.528,1755971,356877,392910.597,148840.347,0
